RaceNo,WPM,Accuracy,Points,Date,Rank,Racers
5229,94,96.9,72,2020-07-02,1,5
5230,77,96.2,32,2020-07-02,1,5
5231,110,98.6,68,2020-07-02,1,5
5232,99,98.0,87,2020-07-02,3,5
5233,107,98.2,77,2020-07-02,1,5
5234,101,98.1,64,2020-07-02,2,3
5235,92,96.9,142,2020-07-02,3,5
5236,101,97.4,71,2020-07-02,2,3
5237,97,98.0,80,2020-07-02,2,4
5238,89,95.8,59,2020-07-02,4,5
5239,105,98.0,67,2020-07-02,1,5
5240,71,97.5,51,2020-07-02,2,5
5241,100,98.6,70,2020-07-02,1,5
5242,101,98.5,99,2020-07-02,3,4
5243,82,95.5,81,2020-07-02,4,5
5244,101,97.2,56,2020-07-02,2,5
5245,92,97.0,52,2020-07-02,2,4
5246,98,97.3,70,2020-07-02,2,5
5247,111,99.0,110,2020-07-02,3,5
5248,92,97.2,54,2020-07-02,3,4
5249,86,95.3,86,2020-07-02,1,5
5250,79,95.0,41,2020-07-02,2,4
5251,94,97.0,65,2020-07-02,1,5
5252,89,96.1,48,2020-07-02,4,5
5253,91,96.2,83,2020-07-02,3,5
5254,92,98.3,86,2020-07-02,2,5
5255,98,97.5,140,2020-07-02,3,5
5256,104,97.8,81,2020-07-02,1,4
5257,98,98.3,57,2020-07-02,2,5
5258,122,98.4,26,2020-07-02,1,5
5259,106,97.3,51,2020-07-02,1,5
5260,91,97.0,100,2020-07-02,1,5
5261,104,97.6,62,2020-07-02,3,4
5262,90,94.7,30,2020-07-02,1,5
5263,97,97.7,130,2020-07-02,1,5
5264,110,98.6,72,2020-07-02,2,5
5265,97,97.2,101,2020-07-02,1,4
5266,87,95.8,77,2020-07-02,5,5
5267,99,97.1,72,2020-07-02,1,4
5268,100,98.3,56,2020-07-02,1,5
5269,91,97.8,85,2020-07-02,3,5
5270,78,95.0,46,2020-07-02,2,5
5271,101,97.8,118,2020-07-02,1,3
5272,89,96.7,101,2020-07-02,3,5
5273,89,96.9,90,2020-07-02,3,4
5274,97,97.4,66,2020-07-02,2,5
5275,102,97.4,95,2020-07-02,1,5
5276,107,98.2,73,2020-07-02,3,5
5277,77,95.3,66,2020-07-02,4,5
5278,102,98.0,79,2020-07-02,3,5
5279,91,97.4,76,2020-07-02,2,5
5280,81,96.3,57,2020-07-02,3,5
5281,91,96.8,61,2020-07-02,2,5
5282,82,96.6,55,2020-07-02,1,5
5283,98,96.5,59,2020-07-02,3,5
5284,104,97.4,149,2020-07-02,2,5
5285,95,95.7,98,2020-07-02,1,5
5286,95,96.8,78,2020-07-02,1,5
5287,85,96.0,67,2020-07-02,3,5
5288,95,96.8,90,2020-07-02,1,5
5289,96,96.8,77,2020-07-02,2,5
5290,91,96.0,107,2020-07-02,1,5
5291,95,98.4,76,2020-07-02,3,5
5292,117,98.8,123,2020-07-02,1,5
5293,90,95.5,81,2020-07-02,3,4
5294,99,98.4,73,2020-07-02,2,4
5295,102,98.3,109,2020-07-02,3,4
5296,96,96.3,128,2020-07-02,2,5
5297,81,94.7,42,2020-07-03,4,5
5298,97,97.5,122,2020-07-03,1,5
5299,91,94.9,59,2020-07-03,2,5
5300,103,98.0,62,2020-07-03,1,5
5301,97,97.8,55,2020-07-03,1,5
5302,99,97.2,76,2020-07-03,2,4
5303,100,98.2,86,2020-07-03,1,5
5304,99,97.6,65,2020-07-03,1,4
5305,101,97.3,116,2020-07-03,3,5
5306,128,98.7,36,2020-07-03,1,5
5307,88,96.8,51,2020-07-03,2,4
5308,92,96.1,61,2020-07-03,1,5
5309,100,98.1,118,2020-07-03,1,4
5310,99,97.3,96,2020-07-03,2,5
5311,106,98.1,76,2020-07-03,2,5
5312,100,97.2,75,2020-07-03,4,5
5313,103,96.8,84,2020-07-03,4,5
5314,102,98.3,87,2020-07-03,1,5
5315,119,99.0,83,2020-07-03,1,5
5316,104,98.7,69,2020-07-03,3,5
5317,92,96.1,58,2020-07-03,4,5
5318,89,95.1,53,2020-07-03,1,5
5319,95,96.2,91,2020-07-03,3,3
5320,103,97.7,96,2020-07-03,3,4
5321,86,95.6,72,2020-07-03,2,5
5322,105,98.0,133,2020-07-03,1,4
5323,99,97.1,68,2020-07-03,1,5
5324,94,95.9,103,2020-07-03,3,5
5325,93,95.6,97,2020-07-03,2,5
5326,81,95.9,49,2020-07-04,4,4
5327,82,95.5,103,2020-07-04,2,4
5328,98,97.7,62,2020-07-04,1,5
5329,96,96.3,63,2020-07-04,2,5
5330,106,98.4,99,2020-07-04,1,3
5331,109,99.5,76,2020-07-04,1,5
5332,107,97.9,73,2020-07-04,1,5
5333,96,97.3,95,2020-07-04,1,4
5334,96,97.7,56,2020-07-04,4,5
5335,88,96.8,43,2020-07-04,1,4
5336,90,97.9,60,2020-07-04,4,4
5337,90,97.0,103,2020-07-04,3,5
5338,99,98.1,53,2020-07-04,1,5
5339,93,97.1,76,2020-07-04,2,5
5340,89,95.2,64,2020-07-04,1,4
5341,93,97.0,65,2020-07-04,1,5
5342,89,96.0,46,2020-07-04,2,5
5343,109,97.0,49,2020-07-04,2,5
5344,97,97.2,68,2020-07-04,3,4
5345,93,96.9,108,2020-07-04,4,4
5346,93,97.6,71,2020-07-04,4,5
5347,99,97.9,54,2020-07-04,2,5
5348,98,98.0,85,2020-07-05,1,3
5349,102,98.1,129,2020-07-05,3,5
5350,101,98.2,83,2020-07-05,2,5
5351,89,94.8,98,2020-07-05,2,5
5352,109,98.6,82,2020-07-05,2,5
5353,96,97.7,223,2020-07-05,1,3
5354,85,95.8,83,2020-07-05,2,5
5355,95,96.7,65,2020-07-05,1,5
5356,89,96.9,121,2020-07-05,2,4
5357,85,96.4,61,2020-07-05,2,2
5358,86,96.0,66,2020-07-05,4,5
5359,101,98.7,52,2020-07-05,1,5
5360,99,98.1,77,2020-07-05,3,5
5361,94,97.7,83,2020-07-05,2,4
5362,99,96.8,91,2020-07-05,1,5
5363,100,97.8,244,2020-07-05,2,4
5364,94,97.0,72,2020-07-05,2,5
5365,95,97.8,67,2020-07-05,2,5
5366,100,98.2,70,2020-07-05,4,5
5367,93,96.8,67,2020-07-05,3,5
5368,93,96.6,39,2020-07-05,2,5
5369,94,97.6,132,2020-07-05,1,4
5370,94,96.9,68,2020-07-05,3,5
5371,102,98.4,72,2020-07-05,1,5
5372,84,97.1,52,2020-07-05,2,5
5373,85,96.4,64,2020-07-05,3,5
5374,96,97.5,49,2020-07-06,2,5
5375,86,96.1,126,2020-07-06,1,5
5376,84,96.5,67,2020-07-06,2,4
5377,102,97.5,126,2020-07-06,1,5
5378,108,98.9,56,2020-07-06,2,5
5379,89,97.1,130,2020-07-06,1,5
5380,91,96.8,71,2020-07-06,2,5
5381,96,97.0,89,2020-07-06,1,5
5382,105,97.6,73,2020-07-06,3,5
5383,98,98.9,74,2020-07-06,2,3
5384,85,94.6,106,2020-07-06,3,5
5385,87,97.4,68,2020-07-06,4,5
5386,86,96.6,68,2020-07-06,3,5
5387,109,97.8,69,2020-07-06,1,5
5388,87,96.8,45,2020-07-06,2,5
5389,94,96.4,80,2020-07-06,4,5
5390,94,97.1,91,2020-07-06,2,4
5391,95,97.2,79,2020-07-06,1,5
5392,101,98.6,79,2020-07-06,3,3
5393,79,97.1,69,2020-07-06,1,2
5394,79,95.6,120,2020-07-06,1,5
5395,103,96.9,83,2020-07-06,2,3
5396,110,98.1,81,2020-07-06,1,4
5397,91,96.8,59,2020-07-06,3,5
5398,103,97.0,53,2020-07-06,2,3
5399,95,97.0,84,2020-07-06,3,5
5400,98,98.2,113,2020-07-06,1,5
5401,82,95.3,139,2020-07-06,1,5
5402,79,95.5,94,2020-07-06,2,4
5403,96,97.2,80,2020-07-06,1,5
5404,93,97.3,99,2020-07-06,1,5
5405,106,98.3,90,2020-07-06,1,5
5406,105,97.7,90,2020-07-06,1,5
5407,99,96.7,109,2020-07-06,1,5
5408,105,97.9,128,2020-07-06,2,5
5409,88,95.3,73,2020-07-06,4,5
5410,108,97.5,90,2020-07-06,1,5
5411,96,96.2,86,2020-07-06,1,5
5412,89,96.9,99,2020-07-06,1,3
5413,91,94.9,67,2020-07-06,2,5
5414,101,96.9,89,2020-07-06,2,5
5415,93,96.3,81,2020-07-06,2,5
5416,108,97.9,40,2020-07-06,1,5
5417,83,96.9,51,2020-07-06,3,4
5418,98,97.7,76,2020-07-06,4,5
5419,101,98.4,101,2020-07-06,2,5
5420,105,98.8,127,2020-07-06,3,5
5421,95,97.0,60,2020-07-06,2,5
5422,102,98.6,66,2020-07-06,2,5
5423,102,98.2,65,2020-07-06,2,5
5424,98,97.3,121,2020-07-06,1,4
5425,98,97.9,101,2020-07-06,2,5
5426,89,97.0,56,2020-07-07,1,4
5427,82,96.7,47,2020-07-07,3,4
5428,89,97.9,89,2020-07-07,1,5
5429,95,97.5,109,2020-07-07,2,5
5430,84,96.1,39,2020-07-07,2,4
5431,102,97.7,53,2020-07-07,1,5
5432,101,97.7,69,2020-07-07,1,5
5433,114,98.1,59,2020-07-07,1,5
5434,90,97.3,152,2020-07-07,1,4
5435,97,97.3,131,2020-07-07,1,5
5436,99,98.1,70,2020-07-07,1,5
5437,79,95.3,61,2020-07-07,3,5
5438,93,98.0,59,2020-07-07,3,3
5439,98,96.6,70,2020-07-07,1,4
5440,94,96.2,77,2020-07-07,3,5
5441,89,97.9,54,2020-07-07,1,3
5442,94,97.0,73,2020-07-07,2,5
5443,108,98.5,99,2020-07-07,1,5
5444,100,98.0,68,2020-07-07,1,5
5445,103,97.7,146,2020-07-07,1,5
5446,93,97.1,93,2020-07-07,3,3
5447,93,96.5,124,2020-07-07,2,5
5448,110,99.2,96,2020-07-07,2,5
5449,103,96.9,125,2020-07-07,2,5
5450,89,95.7,64,2020-07-07,2,3
5451,98,98.8,70,2020-07-07,2,4
5452,104,98.1,82,2020-07-07,2,5
5453,95,97.2,88,2020-07-07,2,4
5454,90,96.3,87,2020-07-07,1,5
5455,83,95.7,79,2020-07-07,1,2
5456,90,95.6,60,2020-07-07,2,5
5457,92,96.5,88,2020-07-07,2,5
5458,96,97.4,88,2020-07-07,2,5
5459,99,96.2,74,2020-07-07,1,4
5460,114,98.9,40,2020-07-07,2,5
5461,94,95.8,55,2020-07-07,1,5
5462,98,97.3,115,2020-07-07,1,5
5463,79,94.9,79,2020-07-07,2,3
5464,105,97.8,115,2020-07-07,3,3
5465,90,96.2,72,2020-07-07,3,5
5466,106,98.6,99,2020-07-07,1,5
5467,105,98.1,47,2020-07-07,2,5
5468,100,98.3,75,2020-07-07,2,5
5469,102,97.6,36,2020-07-07,4,5
5470,95,96.0,68,2020-07-07,1,5
5471,99,97.1,142,2020-07-07,4,5
5472,89,96.0,52,2020-07-07,4,5
5473,94,96.9,81,2020-07-07,1,5
5474,91,96.7,74,2020-07-07,2,5
5475,93,97.0,118,2020-07-07,1,5
5476,93,96.4,99,2020-07-07,3,5
5477,95,96.3,67,2020-07-07,2,4
5478,114,98.3,135,2020-07-07,1,4
5479,102,97.7,124,2020-07-07,2,4
5480,107,97.8,73,2020-07-07,1,4
5481,81,94.7,81,2020-07-07,2,4
5482,89,96.1,68,2020-07-07,2,3
5483,105,96.8,117,2020-07-07,2,5
5484,86,96.1,88,2020-07-07,3,5
5485,109,98.2,92,2020-07-07,2,5
5486,91,96.1,77,2020-07-07,2,3
5487,83,96.0,93,2020-07-07,3,5
5488,92,96.2,85,2020-07-07,2,5
5489,104,98.3,77,2020-07-07,1,5
5490,94,96.7,74,2020-07-07,2,5
5491,110,98.7,141,2020-07-07,1,5
5492,111,97.8,65,2020-07-07,4,5
5493,93,97.2,83,2020-07-07,2,4
5494,106,98.1,80,2020-07-07,2,4
5495,87,95.9,73,2020-07-07,4,5
5496,91,97.9,80,2020-07-08,2,5
5497,98,97.4,77,2020-07-08,2,5
5498,84,96.1,96,2020-07-08,4,4
5499,88,96.7,53,2020-07-08,1,5
5500,76,94.4,91,2020-07-08,4,5
5501,90,97.1,84,2020-07-08,2,5
5502,97,97.3,121,2020-07-08,2,5
5503,106,99.0,108,2020-07-08,2,5
5504,97,97.9,109,2020-07-08,1,3
5505,105,97.8,66,2020-07-08,1,4
5506,99,97.4,83,2020-07-08,2,5
5507,87,95.6,75,2020-07-08,2,5
5508,97,98.7,65,2020-07-08,1,5
5509,112,99.1,67,2020-07-08,1,5
5510,73,98.2,81,2020-07-08,5,5
5511,57,96.4,89,2020-07-08,4,5
5512,95,97.1,86,2020-07-08,1,5
5513,92,97.3,100,2020-07-08,2,5
5514,100,97.6,85,2020-07-08,1,5
5515,88,98.0,53,2020-07-08,1,5
5516,112,98.3,104,2020-07-08,1,5
5517,87,96.3,49,2020-07-08,2,5
5518,94,96.5,82,2020-07-08,1,5
5519,86,95.8,60,2020-07-08,3,5
5520,114,98.3,92,2020-07-08,1,5
5521,94,96.6,84,2020-07-08,3,5
5522,89,95.8,89,2020-07-08,2,4
5523,93,97.3,42,2020-07-08,1,4
5524,65,96.5,10,2020-07-08,4,5
5525,77,95.8,41,2020-07-08,3,5
5526,89,95.8,89,2020-07-08,1,5
5527,104,98.2,47,2020-07-08,1,5
5528,94,97.9,56,2020-07-08,2,5
5529,104,98.4,116,2020-07-08,2,4
5530,97,98.0,110,2020-07-08,2,5
5531,80,96.1,96,2020-07-08,1,4
5532,96,97.5,45,2020-07-08,3,5
5533,79,96.5,41,2020-07-08,3,4
5534,83,96.7,57,2020-07-08,3,5
5535,89,97.4,111,2020-07-08,1,5
5536,78,94.4,72,2020-07-08,3,4
5537,99,97.5,72,2020-07-08,2,5
5538,90,98.1,67,2020-07-08,3,4
5539,91,97.0,101,2020-07-08,2,4
5540,100,97.3,48,2020-07-08,3,5
5541,92,97.2,135,2020-07-08,1,5
5542,108,99.1,81,2020-07-08,1,5
5543,105,97.8,136,2020-07-08,1,5
5544,87,96.3,87,2020-07-08,3,5
5545,88,95.8,70,2020-07-08,2,5
5546,90,97.0,54,2020-07-08,1,5
5547,115,99.1,73,2020-07-08,1,5
5548,96,97.1,188,2020-07-08,1,5
5549,94,97.2,74,2020-07-08,2,5
5550,77,95.0,66,2020-07-08,4,5
5551,113,98.9,130,2020-07-08,1,5
5552,101,96.9,104,2020-07-08,1,5
5553,97,98.0,147,2020-07-08,1,4
5554,93,96.1,76,2020-07-08,2,5
5555,101,98.3,151,2020-07-08,1,5
5556,97,97.1,60,2020-07-08,3,5
5557,87,97.2,102,2020-07-08,2,5
5558,91,96.1,64,2020-07-08,3,5
5559,99,97.3,100,2020-07-08,3,5
5560,75,96.1,54,2020-07-08,4,5
5561,86,96.5,88,2020-07-08,2,5
5562,82,95.3,63,2020-07-08,2,4
5563,106,98.2,106,2020-07-08,2,5
5564,96,97.6,51,2020-07-08,3,4
5565,96,97.2,85,2020-07-08,1,5
5566,100,97.9,52,2020-07-08,1,5
5567,73,94.8,65,2020-07-08,2,5
5568,93,96.6,147,2020-07-08,2,5
5569,83,96.5,74,2020-07-09,3,5
5570,77,96.4,98,2020-07-09,3,5
5571,99,97.6,91,2020-07-09,1,5
5572,83,96.2,74,2020-07-09,1,5
5573,99,98.1,69,2020-07-09,3,4
5574,87,97.2,49,2020-07-09,3,5
5575,87,96.2,63,2020-07-09,4,5
5576,98,96.9,112,2020-07-09,2,4
5577,106,97.5,49,2020-07-09,1,5
5578,107,98.6,59,2020-07-09,4,5
5579,94,96.6,141,2020-07-09,3,5
5580,86,97.2,60,2020-07-09,2,5
5581,93,96.9,109,2020-07-09,4,5
5582,94,96.7,81,2020-07-09,2,5
5583,85,95.9,59,2020-07-09,2,5
5584,95,97.2,199,2020-07-09,2,4
5585,90,96.8,61,2020-07-09,1,5
5586,84,95.3,105,2020-07-09,3,5
5587,100,97.7,117,2020-07-09,2,4
5588,85,96.4,89,2020-07-09,2,5
5589,98,98.1,139,2020-07-09,1,4
5590,91,96.6,59,2020-07-09,2,3
5591,90,97.2,120,2020-07-09,1,4
5592,85,96.6,71,2020-07-09,1,5
5593,88,96.4,80,2020-07-09,3,5
5594,91,96.9,73,2020-07-09,4,5
5595,90,97.4,80,2020-07-09,3,5
5596,100,98.0,93,2020-07-09,2,5
5597,93,97.1,56,2020-07-09,2,5
5598,93,97.1,80,2020-07-09,2,5
5599,104,96.4,45,2020-07-09,3,5
5600,86,95.8,91,2020-07-09,3,4
5601,89,97.1,39,2020-07-09,1,3
5602,113,98.1,60,2020-07-09,1,5
5603,88,95.0,60,2020-07-09,4,5
5604,130,100.0,84,2020-07-09,1,5
5605,85,96.1,110,2020-07-09,2,5
5606,84,96.3,105,2020-07-09,2,4
5607,94,97.2,55,2020-07-09,1,5
5608,100,97.6,137,2020-07-09,3,5
5609,97,97.5,119,2020-07-09,2,4
5610,90,97.2,88,2020-07-09,1,3
5611,90,96.2,63,2020-07-09,2,4
5612,92,96.4,48,2020-07-09,2,5
5613,90,95.5,48,2020-07-09,4,5
5614,97,96.9,98,2020-07-09,1,4
5615,91,96.3,50,2020-07-09,4,5
5616,105,98.0,94,2020-07-09,2,5
5617,92,96.0,79,2020-07-09,1,5
5618,99,96.4,138,2020-07-09,1,5
5619,86,95.6,119,2020-07-09,2,5
5620,73,95.0,43,2020-07-09,3,4
5621,97,97.4,71,2020-07-09,3,5
5622,100,97.5,78,2020-07-09,4,5
5623,84,94.9,71,2020-07-09,3,5
5624,83,95.9,72,2020-07-09,4,5
5625,97,98.0,92,2020-07-10,2,5
5626,95,96.5,81,2020-07-10,3,5
5627,88,97.1,145,2020-07-10,2,5
5628,97,98.6,109,2020-07-10,1,5
5629,90,95.8,52,2020-07-10,2,5
5630,88,95.9,89,2020-07-10,3,5
5631,69,96.5,75,2020-07-10,3,4
5632,85,95.3,49,2020-07-10,2,4
5633,90,95.9,141,2020-07-10,2,5
5634,84,95.7,63,2020-07-10,2,4
5635,83,96.2,52,2020-07-11,3,4
5636,92,97.0,110,2020-07-11,1,5
5637,88,97.5,128,2020-07-11,1,5
5638,92,97.6,92,2020-07-11,3,5
5639,90,96.7,90,2020-07-11,1,5
5640,100,97.6,146,2020-07-11,1,5
5641,99,97.6,63,2020-07-11,1,5
5642,93,97.7,59,2020-07-11,1,5
5643,93,97.1,96,2020-07-11,1,5
5644,94,96.3,106,2020-07-11,1,4
5645,86,96.3,41,2020-07-11,2,5
5646,93,97.0,80,2020-07-11,1,5
5647,90,96.3,77,2020-07-11,2,4
5648,107,97.7,91,2020-07-11,1,5
5649,93,96.4,66,2020-07-11,2,5
5650,100,96.8,88,2020-07-11,2,5
5651,103,97.9,91,2020-07-11,2,4
5652,99,97.5,153,2020-07-11,1,5
5653,103,98.3,127,2020-07-11,1,5
5654,99,96.4,76,2020-07-11,3,4
5655,105,98.4,98,2020-07-11,1,5
5656,100,96.3,110,2020-07-11,2,5
5657,98,96.8,79,2020-07-11,3,5
5658,103,98.0,154,2020-07-11,3,3
5659,103,98.2,84,2020-07-11,1,5
5660,65,95.0,10,2020-07-11,4,5
5661,92,96.7,141,2020-07-11,3,5
5662,76,95.4,39,2020-07-11,2,5
5663,95,97.9,99,2020-07-11,3,4
5664,100,98.0,63,2020-07-11,2,5
5665,98,97.3,100,2020-07-11,3,5
5666,104,97.6,173,2020-07-11,1,5
5667,97,97.6,115,2020-07-11,2,4
5668,90,96.1,67,2020-07-11,3,5
5669,111,97.8,48,2020-07-11,1,5
5670,95,98.2,87,2020-07-11,1,4
5671,101,97.4,64,2020-07-11,1,5
5672,100,97.9,149,2020-07-11,2,5
5673,99,97.4,59,2020-07-11,1,3
5674,100,97.4,74,2020-07-11,1,4
5675,89,95.6,58,2020-07-11,1,5
5676,88,94.8,60,2020-07-11,1,5
5677,109,98.6,114,2020-07-11,1,5
5678,103,97.1,129,2020-07-11,1,5
5679,123,98.8,107,2020-07-11,1,4
5680,73,93.0,16,2020-07-11,3,5
5681,91,96.1,71,2020-07-11,3,4
5682,94,96.4,34,2020-07-11,2,5
5683,89,95.5,70,2020-07-11,2,5
5684,110,99.1,72,2020-07-11,2,5
5685,95,97.2,75,2020-07-11,4,5
5686,98,96.3,101,2020-07-11,2,5
5687,118,99.2,47,2020-07-11,2,5
5688,97,98.6,68,2020-07-11,1,4
5689,91,96.2,83,2020-07-11,4,5
5690,95,96.8,71,2020-07-11,2,5
5691,93,96.2,57,2020-07-11,4,5
5692,103,96.8,82,2020-07-11,1,5
5693,98,96.5,61,2020-07-11,3,5
5694,99,97.5,144,2020-07-11,2,4
5695,90,96.0,93,2020-07-11,2,4
5696,97,97.5,81,2020-07-11,2,5
5697,101,96.6,44,2020-07-11,1,5
5698,116,98.6,110,2020-07-11,1,5
5699,105,97.7,87,2020-07-11,1,5
5700,100,97.4,87,2020-07-11,2,5
5701,106,97.0,106,2020-07-11,1,5
5702,112,97.6,69,2020-07-11,2,5
5703,104,97.6,81,2020-07-11,1,5
5704,93,97.5,96,2020-07-11,1,5
5705,102,97.6,95,2020-07-11,1,4
5706,93,97.1,69,2020-07-11,2,5
5707,108,98.2,74,2020-07-11,1,5
5708,96,96.6,150,2020-07-11,3,5
5709,88,95.8,72,2020-07-11,3,5
5710,95,96.8,127,2020-07-12,1,5
5711,94,96.4,122,2020-07-12,1,5
5712,91,96.4,64,2020-07-12,1,5
5713,84,96.0,66,2020-07-12,5,5
5714,94,97.3,51,2020-07-12,2,5
5715,90,97.2,127,2020-07-12,1,4
5716,93,95.8,70,2020-07-12,2,5
5717,95,97.4,167,2020-07-12,3,5
5718,88,95.5,112,2020-07-12,3,5
5719,93,96.9,94,2020-07-12,1,5
5720,92,96.6,76,2020-07-12,2,5
5721,101,97.8,51,2020-07-12,1,5
5722,87,95.2,30,2020-07-12,2,5
5723,96,97.0,120,2020-07-12,3,5
5724,101,98.5,98,2020-07-12,1,4
5725,93,95.9,79,2020-07-12,2,5
5726,92,95.9,113,2020-07-12,4,5
5727,93,97.1,76,2020-07-12,2,5
5728,98,97.4,52,2020-07-12,4,5
5729,94,96.7,102,2020-07-12,2,5
5730,92,95.5,64,2020-07-12,3,5
5731,115,98.6,86,2020-07-12,1,4
5732,93,95.7,67,2020-07-12,5,5
5733,106,98.0,25,2020-07-12,2,3
5734,92,96.2,82,2020-07-12,3,4
5735,109,98.3,78,2020-07-12,1,5
5736,93,96.0,40,2020-07-12,2,5
5737,84,96.1,93,2020-07-12,3,5
5738,86,96.2,94,2020-07-12,3,5
5739,109,97.6,102,2020-07-12,1,4
5740,95,95.4,62,2020-07-12,4,5
5741,111,98.2,81,2020-07-12,1,5
5742,99,97.3,91,2020-07-12,2,4
5743,104,97.7,62,2020-07-12,1,4
5744,85,96.4,78,2020-07-12,1,5
5745,109,98.3,104,2020-07-12,1,5
5746,108,97.6,83,2020-07-12,3,5
5747,99,96.6,63,2020-07-12,5,5
5748,91,95.4,59,2020-07-12,5,5
5749,92,96.3,133,2020-07-13,3,3
5750,55,96.2,48,2020-07-13,5,5
5751,97,96.7,69,2020-07-13,3,5
5752,105,98.9,63,2020-07-13,2,5
5753,87,96.6,124,2020-07-13,1,4
5754,76,95.5,39,2020-07-13,3,4
5755,94,97.3,110,2020-07-13,3,5
5756,97,98.0,99,2020-07-13,2,5
5757,92,97.3,83,2020-07-13,2,5
5758,98,97.3,82,2020-07-13,2,5
5759,86,96.2,76,2020-07-14,2,5
5760,78,94.4,47,2020-07-14,2,5
5761,102,98.0,99,2020-07-14,1,5
5762,98,97.4,65,2020-07-14,1,5
5763,95,96.8,65,2020-07-14,2,5
5764,98,97.0,44,2020-07-14,1,5
5765,101,97.3,97,2020-07-14,3,5
5766,108,98.2,97,2020-07-14,1,5
5767,95,96.9,136,2020-07-14,1,5
5768,100,97.5,98,2020-07-14,2,5
5769,86,95.9,72,2020-07-14,2,5
5770,83,95.8,51,2020-07-14,2,5
5771,89,96.6,48,2020-07-14,4,5
5772,106,98.2,90,2020-07-14,1,5
5773,77,96.7,98,2020-07-14,1,4
5774,66,96.4,109,2020-07-14,2,3
5775,94,96.8,79,2020-07-14,2,5
5776,88,95.3,47,2020-07-14,2,5
5777,99,96.9,203,2020-07-14,1,5
5778,113,97.7,117,2020-07-14,1,4
5779,100,97.3,161,2020-07-14,3,5
5780,96,97.7,72,2020-07-14,1,5
5781,106,98.4,138,2020-07-14,2,5
5782,94,96.4,111,2020-07-14,5,5
5783,93,97.6,138,2020-07-14,4,5
5784,107,97.9,93,2020-07-14,3,5
5785,99,96.5,79,2020-07-14,2,5
5786,90,95.9,60,2020-07-14,2,5
5787,83,95.0,86,2020-07-14,4,5
5788,87,96.4,87,2020-07-14,2,2
5789,89,96.7,70,2020-07-14,1,2
5790,98,98.5,80,2020-07-14,1,5
5791,90,95.8,48,2020-07-14,1,3
5792,96,96.9,74,2020-07-14,2,5
5793,97,96.8,90,2020-07-14,2,3
5794,102,98.4,78,2020-07-14,1,2
5795,95,97.1,78,2020-07-14,2,5
5796,101,97.4,106,2020-07-14,1,5
5797,84,95.2,86,2020-07-14,3,3
5798,94,97.6,69,2020-07-14,1,4
5799,122,100.0,83,2020-07-14,1,5
5800,104,99.1,71,2020-07-14,3,5
5801,96,97.8,98,2020-07-14,1,5
5802,89,96.9,73,2020-07-14,4,5
5803,98,97.1,148,2020-07-14,3,5
5804,85,95.2,53,2020-07-14,3,5
5805,95,98.1,73,2020-07-14,2,5
5806,96,96.7,112,2020-07-14,1,5
5807,102,98.0,53,2020-07-14,1,5
5808,87,97.7,71,2020-07-14,3,3
5809,79,96.6,46,2020-07-14,3,5
5810,83,95.2,134,2020-07-14,4,5
5811,92,96.7,67,2020-07-14,4,5
5812,92,96.9,31,2020-07-14,1,5
5813,98,98.5,76,2020-07-14,1,4
5814,117,100.0,84,2020-07-14,1,5
5815,86,97.4,90,2020-07-15,3,4
5816,94,97.2,53,2020-07-15,3,4
5817,97,98.1,73,2020-07-15,2,5
5818,79,95.2,61,2020-07-15,4,5
5819,93,96.1,90,2020-07-15,4,5
5820,87,95.2,57,2020-07-15,3,4
5821,89,96.1,117,2020-07-15,1,4
5822,107,97.4,39,2020-07-15,1,5
5823,93,96.8,85,2020-07-15,1,4
5824,95,97.1,142,2020-07-15,1,4
5825,94,97.1,69,2020-07-15,3,5
5826,112,99.4,58,2020-07-15,1,5
5827,83,95.3,61,2020-07-15,3,5
5828,83,95.4,51,2020-07-15,1,5
5829,92,97.7,115,2020-07-15,2,5
5830,89,96.3,52,2020-07-15,1,4
5831,92,97.5,80,2020-07-15,1,3
5832,79,96.7,73,2020-07-15,5,5
5833,93,97.0,137,2020-07-15,1,3
5834,95,96.4,38,2020-07-15,3,3
5835,103,97.8,74,2020-07-15,3,5
5836,102,98.2,66,2020-07-15,2,5
5837,117,98.3,66,2020-07-15,2,5
5838,85,96.3,97,2020-07-15,3,5
5839,81,95.6,51,2020-07-15,3,5
5840,86,96.2,23,2020-07-15,5,5
5841,94,96.6,151,2020-07-15,1,5
5842,91,97.0,74,2020-07-15,5,5
5843,97,96.9,74,2020-07-15,2,5
5844,90,96.4,47,2020-07-15,4,5
5845,90,96.1,124,2020-07-15,1,4
5846,87,96.5,53,2020-07-15,2,5
5847,86,95.8,125,2020-07-15,3,5
5848,80,96.5,60,2020-07-15,3,5
5849,79,95.0,68,2020-07-15,2,5
5850,89,96.1,181,2020-07-15,2,5
5851,94,96.9,58,2020-07-15,2,5
5852,80,94.4,84,2020-07-15,1,4
5853,84,97.2,59,2020-07-15,2,4
5854,85,95.8,124,2020-07-15,2,5
5855,92,96.4,61,2020-07-15,1,5
5856,123,98.6,27,2020-07-15,1,5
5857,108,97.9,95,2020-07-15,2,4
5858,86,96.0,133,2020-07-15,2,5
5859,80,95.0,108,2020-07-15,1,4
5860,100,98.1,63,2020-07-15,1,5
5861,85,96.5,57,2020-07-15,3,4
5862,80,96.0,84,2020-07-15,4,5
5863,100,97.8,62,2020-07-15,3,4
